Area Name,Area ID,Park Name,Park ID,Squirrel ID,Primary Fur Color,Highlights in Fur Color,Color Notes,Location,Above Ground (Height in Feet),Specific Location,Activities,Interactions with Humans,Other Notes or Observations,Squirrel Latitude (DD.DDDDDD),Squirrel Longitude (-DD.DDDDDD)
CENTRAL MANHATTAN,B,Stuyvesant Square Park,09,B-09-09,Gray,Cinnamon,,Ground Plane,,,Chasing,Indifferent,Chasing #8,40.733575,-73.984391
CENTRAL MANHATTAN,B,Stuyvesant Square Park,09,B-09-10,Gray,Cinnamon,,Ground Plane,,,Foraging,Approaches,Expected food,40.733506,-73.984553
CENTRAL MANHATTAN,B,Stuyvesant Square Park,09,B-09-11,Gray,Cinnamon,,Above Ground,20,,Climbing,Indifferent,Juvenile? Playing with #12 in tree,40.733619,-73.984708
CENTRAL MANHATTAN,B,Stuyvesant Square Park,09,B-09-12,Gray,Cinnamon,,Above Ground,20,,Chasing,Indifferent,Juvenile? Playing with #11 in tree,40.733648,-73.984638
CENTRAL MANHATTAN,B,Stuyvesant Square Park,09,B-09-13,Gray,Cinnamon,,Above Ground,40,,Eating,,,40.733737,-73.984644
CENTRAL MANHATTAN,B,Stuyvesant Square Park,09,B-09-14,Black,Cinnamon,,Above Ground,10,,Eating,Approaches,,40.733932,-73.984612
CENTRAL MANHATTAN,B,Stuyvesant Square Park,09,B-09-15,Black,Cinnamon,,Above Ground,30,,Eating,,Far away,40.734014,-73.984461
CENTRAL MANHATTAN,B,Stuyvesant Square Park,09,B-09-16,Black,Cinnamon,,"Above Ground, Specific Location",60,in tree,,,,40.734221,-73.984397
CENTRAL MANHATTAN,B,Stuyvesant Square Park,09,B-09-17,Gray,Cinnamon,,"Above Ground, Specific Location",15,in tree,Eating,,,40.734083,-73.984322
CENTRAL MANHATTAN,B,Stuyvesant Square Park,09,B-09-18,Gray,Cinnamon,,Ground Plane,,,Foraging,Indifferent,,40.73403,-73.984199
CENTRAL MANHATTAN,B,Stuyvesant Square Park,09,B-09-19,Black,Cinnamon,,"Above Ground, Specific Location",40,in tree,Grooming,,,40.734204,-73.984242
CENTRAL MANHATTAN,B,Stuyvesant Square Park,09,B-09-20,Gray,Cinnamon,,Ground Plane,,,Foraging,Indifferent,,40.734314,-73.984231
CENTRAL MANHATTAN,B,Stuyvesant Square Park,09,B-09-21,Gray,Cinnamon,,"Above Ground, Specific Location",30,in tree,,,,40.734261,-73.984284
CENTRAL MANHATTAN,B,Stuyvesant Square Park,09,B-09-22,Gray,Cinnamon,,"Above Ground, Specific Location",30,in tree,,,,40.734144,-73.984059
CENTRAL MANHATTAN,B,Stuyvesant Square Park,09,B-09-23,Gray,Cinnamon,,Ground Plane,,,Foraging,Indifferent,,40.734335,-73.984038
CENTRAL MANHATTAN,B,Stuyvesant Square Park,09,B-09-24,Black,Cinnamon,,Ground Plane,,,Foraging,Indifferent,,40.734383,-73.984118
CENTRAL MANHATTAN,B,Stuyvesant Square Park,09,B-09-25,Black,Cinnamon,,Ground Plane,,,Foraging,Indifferent,,40.734356,-73.984062
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-01,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,Sun,40.730703,-73.995821
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-02,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,40.730638,-73.995784
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-03,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,40.730528,-73.995891
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-04,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,40.730394,-73.996009
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-05,Gray,,,,,,,Indifferent,,40.730341,-73.996052
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-06,Gray,,,,,,,Indifferent,People eating at bench with dog,40.7303,-73.996106
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-07,Gray,,,,,,,Indifferent,,40.730247,-73.996175
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-08,Gray,,,,,,,Indifferent,,40.730231,-73.996138
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-09,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,40.730223,-73.996132
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-10,Gray,,,,,,,Indifferent,Shady,40.730077,-73.996277
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-11,Gray,Gray,,Above Ground,20,,Nesting,Indifferent,In squirrel house (pic). Someone is trying to feed squirrel in house.,,
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-12,Gray,Gray,,Above Ground,25,,Climbing,Indifferent,,,
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-13,Gray,,,Ground Plane,,,Chasing,Indifferent,Chasing #15,,
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-14,Gray,,,"Above Ground, Specific Location",15,in tree,Eating,Indifferent,,,
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-15,Gray,,,,,,Chasing,Indifferent,Being chased by #13,40.729858,-73.996843
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-16,Gray,,,,,,Chasing,Indifferent,,40.72985,-73.996778
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-17,Gray,,,,,,Chasing,Indifferent,,40.729822,-73.996816
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-18,Gray,,,,,,Chasing,Indifferent,,40.729809,-73.996762
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-19,Gray,,,,,,Chasing,Indifferent,,40.729939,-73.997068
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-20,Gray,,,Ground Plane,,,,Indifferent,,40.729976,-73.997154
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-21,Gray,,,Ground Plane,,,,Indifferent,,40.72996,-73.997079
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-22,Gray,,,Ground Plane,,,,Indifferent,,40.729927,-73.997036
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-23,Gray,,,Ground Plane,,,,Indifferent,,40.729988,-73.997106
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-24,Gray,,,Ground Plane,,,,Indifferent,,40.72998,-73.997031
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-25,Gray,,,,,,,Indifferent,,40.730318,-73.997213
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-26,Gray,,,,,,,Indifferent,,40.730301,-73.997251
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-27,Gray,,,,,,,Indifferent,,40.730334,-73.997589
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-28,Gray,,,,,,,Indifferent,,40.730411,-73.997589
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-29,Gray,,,,,,,Indifferent,,40.730395,-73.997535
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-30,Gray,,,"Above Ground, Specific Location",,tree,,Indifferent,,40.730411,-73.997766
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-31,Gray,,,,,,,Indifferent,,40.731031,-73.999122
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-32,Gray,,,"Above Ground, Specific Location",,in tree high,,Indifferent,,40.731504,-73.998977
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-33,Gray,,,"Above Ground, Specific Location",,in tree high,,Indifferent,,40.731548,-73.998842
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-34,Gray,,,"Above Ground, Specific Location",,in tree high,,Indifferent,,40.731608,-73.998928
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-35,Gray,,,"Above Ground, Specific Location",,in tree high,,Indifferent,,40.731503,-73.999014
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-36,Gray,,,"Above Ground, Specific Location",,"tree canopy, low down",,Indifferent,,40.731552,-73.998788
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-37,Gray,,,"Above Ground, Specific Location",,tree high,,Indifferent,,40.731952,-73.998647
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-38,Gray,,,"Above Ground, Specific Location",,tree high,,Indifferent,,40.731936,-73.998598
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-39,Gray,,,"Above Ground, Specific Location",,tree low,,Indifferent,,40.732001,-73.998491
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-40,Gray,,,Ground Plane,,,Foraging,Indifferent,Busy area,40.731974,-73.998482
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-41,Gray,,,,,,,Indifferent,,40.731861,-73.998122
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-42,Gray,,,,,,,Indifferent,,40.731804,-73.997999
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-43,Gray,,,"Above Ground, Specific Location",,tree,,Indifferent,,40.731747,-73.997859
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-44,Gray,,,"Above Ground, Specific Location",,tree,,Indifferent,,40.731665,-73.997747
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-45,Gray,,,"Above Ground, Specific Location",,tree,,Indifferent,,40.731548,-73.99758
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-46,Gray,,,"Above Ground, Specific Location",,tree high,,Indifferent,,40.731389,-73.997231
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-47,Gray,,,,,,,Indifferent,Sun,40.7312,-73.996805
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-48,Gray,,,"Above Ground, Specific Location",,small tree,,Indifferent,,40.731119,-73.996655
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-49,Gray,,,Specific Location,,on bench,,Indifferent,,40.731103,-73.996601
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-50,Gray,,,,,,,Indifferent,,40.73092,-73.996242
CENTRAL MANHATTAN,B,Washington Square Park,10,B-10-51,Gray,,,,,,,Indifferent,,40.730782,-73.996017
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-01,Gray,Gray,,Specific Location,,Tree,Climbing,Runs From,"Nut in mouth, very fast moving",,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-02,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-03,Black,Black,,Ground Plane,,,Foraging,Indifferent,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-04,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-05,Gray,Gray,,Ground Plane,,,Running,Indifferent,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-06,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-07,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-08,Gray,Gray,,Above Ground,20,,Climbing,Indifferent,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-09,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-10,Gray,Gray,,Above Ground,30,,Chasing,Indifferent,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-11,Gray,Gray,,Above Ground,30,,Chasing,Indifferent,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-12,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-13,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-14,Gray,Gray,,Ground Plane,,,Foraging,,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-15,Gray,Gray,,Specific Location,,Tree,Climbing (down tree),Indifferent,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-16,Gray,Gray,,Specific Location,,Tree,Climbing (down tree),Indifferent,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-17,Gray,Gray,,Specific Location,,Tree,Climbing,Indifferent,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-18,Gray,Gray,,Specific Location,,Tree,Climbing,Indifferent,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-19,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-20,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-21,Gray,Gray,,Specific Location,,Tree,Climbing,Indifferent,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-22,Gray,Gray,,Specific Location,,Tree,Sitting,Indifferent,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-23,Gray,Gray,,Specific Location,,Tree,Sitting (in tree hole),Indifferent,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-24,Gray,Gray,,Specific Location,,Tree,Lounging,Approaches,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-25,Gray,Gray,,Ground Plane,,,Foraging,Approaches,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-26,Gray,Gray,,Ground Plane,,,Foraging,Approaches,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-27,Gray,Gray,,Ground Plane,,,Foraging,Approaches,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-28,Gray,Gray,,Ground Plane,,,Foraging,Approaches,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-29,Gray,Gray,,Ground Plane,,,Foraging,Approaches,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-30,Gray,Gray,,Ground Plane,,,Foraging,Approaches,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-31,Gray,Gray,,Ground Plane,,,Running,,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-32,Gray,Gray,,Ground Plane,,,Foraging,Approaches,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-33,Gray,Gray,,Specific Location,,Tree,Sitting,Approaches,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-34,Gray,Gray,,Specific Location,,Tree,Climbing,Approaches,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-35,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-36,Gray,Gray,,Specific Location,,Tree,Climbing (down),Indifferent,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-37,Gray,Gray,,Specific Location,,Tree,Climbing (down),Indifferent,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-38,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-39,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-40,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-41,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-42,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-43,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-44,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-45,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-46,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-47,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-48,Black,Black,,Ground Plane,,,Foraging,Indifferent,They (#48 & #49) are fat.,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-49,Black,Black,,Ground Plane,,,Foraging,Indifferent,They (#48 & #49) are fat.,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-50,Gray,Gray,,Ground Plane,,,Chasing,Indifferent,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-51,Black,Black,,Ground Plane,,,Chasing,Indifferent,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-52,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-53,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-54,Gray,Gray,,Specific Location,,Tree,Climbing,Indifferent,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-55,Gray,Gray,,Specific Location,,Tree,Climbing,,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-56,Gray,Gray,,Specific Location,,Tree,Climbing,,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-57,Gray,Gray,,Specific Location,,Tree,Climbing,,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-58,Gray,Gray,,Ground Plane,,,Foraging,,,,
CENTRAL MANHATTAN,B,Tompkins Square Park,11,B-11-59,Gray,Gray,,Ground Plane,,,Foraging,,,,
CENTRAL MANHATTAN,B,John V. Lindsay East River Park,12,B-12-01,Gray,Gray,,Ground Plane,,,"Running, Eating",Indifferent,Nibbling on shrubs?,40.725738,-73.972105
CENTRAL MANHATTAN,B,John V. Lindsay East River Park,12,B-12-02,Black,Black,,Ground Plane,,,"Running, Eating (peanuts)",,,40.722614,-73.972894
CENTRAL MANHATTAN,B,John V. Lindsay East River Park,12,B-12-03,Gray,Gray,,"Ground Plane, Above Ground",,,"Climbing, Watching #2",Approaches,Siblings? (with #4) Playing (with #4) in fenced yard,40.72263,-73.973001
CENTRAL MANHATTAN,B,John V. Lindsay East River Park,12,B-12-04,Gray,Gray,,"Ground Plane, Above Ground",,,"Running, Chasing, Eating",,Siblings? (with #3) Playing (with #3) in fenced yard,40.72263,-73.973109
CENTRAL MANHATTAN,B,John V. Lindsay East River Park,12,B-12-05,Gray,Gray,,Ground Plane,,,"Eating, Foraging",Approaches,,40.722614,-73.973033
CENTRAL MANHATTAN,B,John V. Lindsay East River Park,12,B-12-06,Gray,Gray,,Ground Plane,,,"Eating, Foraging",Approaches,,40.722173,-73.97272
CENTRAL MANHATTAN,B,John V. Lindsay East River Park,12,B-12-07,Gray,Gray,,"Ground Plane, Above Ground",8,,"Climbing, Foraging",Indifferent,,40.719379,-73.973504
CENTRAL MANHATTAN,B,John V. Lindsay East River Park,12,B-12-08,Gray,Gray,,"Ground Plane, Above Ground",8,,"Climbing, Foraging",Indifferent,,40.71935,-73.973445
CENTRAL MANHATTAN,B,John V. Lindsay East River Park,12,B-12-09,Gray,Gray,,"Above Ground, Specific Location",12,in a tree,Climbing,,,40.721923,-73.974121
CENTRAL MANHATTAN,B,John V. Lindsay East River Park,12,B-12-10,Gray,Gray,,Ground Plane,,,Eating,Approaches,,40.724011,-73.97313
CENTRAL MANHATTAN,B,John V. Lindsay East River Park,12,B-12-11,Gray,Gray,,Ground Plane,,,"Climbing, Eating, Foraging",Indifferent,Was very close to a dog and hid in a tree,40.724608,-73.972841
CENTRAL MANHATTAN,B,John V. Lindsay East River Park,12,B-12-12,Gray,Gray,,Ground Plane,,,"Eating, Foraging",Runs From,,40.724774,-73.97275
LOWER MANHATTAN,C,Seward Park,14,C-14-01,Gray,"Cinnamon, White",,Ground Plane,,,Eating,Runs From,,40.715415,-73.989567
LOWER MANHATTAN,C,Seward Park,14,C-14-02,Gray,Cinnamon,,Ground Plane,,,Eating,Indifferent,"Bushier and plump, big tail",40.715484,-73.989299
LOWER MANHATTAN,C,Seward Park,14,C-14-03,Gray,Cinnamon,,Ground Plane,,,Foraging,Runs From,,40.714749,-73.989577
LOWER MANHATTAN,C,Seward Park,14,C-14-04,Gray,Cinnamon,,Ground Plane,,,Climbing,Approaches,Looking to us for food! Climbed tree when we did not have any to give.,40.71468,-73.989776
LOWER MANHATTAN,C,Seward Park,14,C-14-05,Gray,Cinnamon,Cinnamon tail,"Ground Plane, Above Ground",9,,"Climbing, Foraging",Approaches,"Skinny tail, lots of digging, found an acorn and is eating",40.714846,-73.989679
LOWER MANHATTAN,C,Seward Park,14,C-14-06,Gray,Cinnamon,,Ground Plane,,,"Running, Chasing",Indifferent,"Medium bushy, maybe a little younger, agile, sprightly",40.715033,-73.989609
LOWER MANHATTAN,C,Seward Park,14,C-14-07,Gray,Cinnamon,,Ground Plane,,,"Running, Chasing",Indifferent,Too quick,40.715208,-73.989534
LOWER MANHATTAN,C,Corlears Hook Park,15,C-15-01,Gray,,,Above Ground,20,,"Running, Climbing, Eating",Runs From,Frantically zig-zagging whilst clutching a mid-afternoon snack,40.712159,-73.979415
LOWER MANHATTAN,C,Corlears Hook Park,15,C-15-02,Gray,,,,,,"Eating, Foraging",Indifferent,Digging in leaves carelessly,40.712199,-73.979519
LOWER MANHATTAN,C,Corlears Hook Park,15,C-15-03,Gray,,,,,,,,Multiple nut dives into the leaves; mostly successful,40.712118,-73.97968
LOWER MANHATTAN,C,Corlears Hook Park,15,C-15-04,Gray,Cinnamon,,,,,,,Playing tag with #5,40.712179,-73.979776
LOWER MANHATTAN,C,Corlears Hook Park,15,C-15-05,Gray,Cinnamon,,,,,,,Playing tag with #4,40.712216,-73.979857
LOWER MANHATTAN,C,Corlears Hook Park,15,C-15-06,Gray,,,Above Ground,15,,Ear scratching,,,40.712224,-73.979669
LOWER MANHATTAN,C,Corlears Hook Park,15,C-15-07,Gray,,,Above Ground,25,,,,,40.71224,-73.979744
LOWER MANHATTAN,C,Corlears Hook Park,15,C-15-08,Gray,,,,,,Frolicking,,Leaping from branch to branch,40.711927,-73.979658
LOWER MANHATTAN,C,Corlears Hook Park,15,C-15-09,Gray,Cinnamon,,Above Ground,8,,"Running, Climbing, Scratching",,Meandering among the branches,40.711866,-73.97976
LOWER MANHATTAN,C,Corlears Hook Park,15,C-15-10,Gray,Gray,,Above Ground,8,,"Running, Climbing",Approaches,"Came by to make sure we had proper Sighter buttons, looks like a Gerald",40.71174,-73.980539
LOWER MANHATTAN,C,Corlears Hook Park,15,C-15-11,Gray,White,,Specific Location,,Handrail,Posing,Approaches,Timidly approached but ran from a passing pooch,40.711442,-73.978354
LOWER MANHATTAN,C,Corlears Hook Park,15,C-15-12,Gray,,,Above Ground,15,,Guarding,Defensive,Very upset that we spotted him accessing his tree-hole stash,40.711316,-73.978343
LOWER MANHATTAN,C,Corlears Hook Park,15,C-15-13,Gray,Black,,"Ground Plane, Above Ground",30,,"Running, Chasing, Climbing",,"#13, #14 & #15: Scattering and teasing a Shih Tzu that chased them, runs from dog",40.711417,73.977767
LOWER MANHATTAN,C,Corlears Hook Park,15,C-15-14,Gray,Black,,"Ground Plane, Above Ground",30,,"Running, Chasing, Climbing",,"#13, #14 & #15: Scattering and teasing a Shih Tzu that chased them, runs from dog",40.711421,-73.977692
LOWER MANHATTAN,C,Corlears Hook Park,15,C-15-15,Gray,Black,,"Ground Plane, Above Ground",30,,"Running, Chasing, Climbing",,"#13, #14 & #15: Scattering and teasing a Shih Tzu that chased them, runs from dog",40.711409,-73.977719
LOWER MANHATTAN,C,Corlears Hook Park,15,C-15-16,Cinnamon,,,Above Ground,20‰ÛÒ30,,Foraging,Indifferent,So curious! A unique color and thirst for the unknown.,40.711303,-73.97759
LOWER MANHATTAN,C,Columbus Park,16,C-16-01,Gray,Cinnamon,Cinnamon streak down back,Ground Plane,,,"Climbing, Eating, Foraging",Approaches,"Boy, Alert ‰ÛÓ lots of basketball close by",40.714867,-74.000236
LOWER MANHATTAN,C,Columbus Park,16,C-16-02,Gray,Cinnamon,,Ground Plane,,,"Running, Foraging",,,40.7159,-74.000167
LOWER MANHATTAN,C,Columbus Park,16,C-16-03,Gray,,,Above Ground,25,,,Indifferent,Nibbling on branches,40.714875,-74.000346
LOWER MANHATTAN,C,Columbus Park,16,C-16-04,Gray,,,Above Ground,35,,Climbing,Approaches,Patchy ‰ÛÓåÊbald spots,40.715779,-73.999887
LOWER MANHATTAN,C,Teardrop Park,18,C-18-01,Gray,Cinnamon,,Ground Plane,,,"Running, Eating (or pretending to eat)",Runs From,"Ran up tree and down tree, tail vibration ‰ÛÓ not a flag or twitch, kuk sound",40.716335,-74.015612
LOWER MANHATTAN,C,City Hall Park,19,C-19-01,Gray,White,,Ground Plane,,,Foraging,,,40.712828,-74.005072
LOWER MANHATTAN,C,City Hall Park,19,C-19-02,Gray,,,Above Ground,,,Climbing,,Chasing #3 up the tree,40.712938,-74.005152
LOWER MANHATTAN,C,City Hall Park,19,C-19-03,Gray,,,Above Ground,,,Climbing,,Chasing #2 up the tree,40.712938,-74.005152
LOWER MANHATTAN,C,City Hall Park,19,C-19-04,Gray,"Cinnamon, White",,Ground Plane,,,"Eating, Burying",Approaches,Very chubby cinnamon squirrel got peanuts from humans and buried them in leaves,40.712893,-74.005233
LOWER MANHATTAN,C,City Hall Park,19,C-19-05,Gray,"Cinnamon, White",,Ground Plane,,,"Eating, Burying",Approaches,Couldn't find a good spot to bury theirs (peanuts from humans),40.712893,-74.005233
LOWER MANHATTAN,C,City Hall Park,19,C-19-06,Gray,Cinnamon,,Ground Plane,,,Eating,Approaches,Being fed by people,40.712922,-74.005147
LOWER MANHATTAN,C,City Hall Park,19,C-19-07,Gray,Cinnamon,,Ground Plane,,,Eating,Approaches,Being fed by people,40.712922,-74.005147
LOWER MANHATTAN,C,City Hall Park,19,C-19-08,Gray,White,Very distinct white outlines on ears and ring around tail,Ground Plane,,,Eating,Approaches,Came out to get peanut from human,40.713044,-74.005404
LOWER MANHATTAN,C,City Hall Park,19,C-19-09,Gray,Gray,,Above Ground,5,,"Climbing, Foraging","Indifferent, Runs From","Perched in a bush, watched us and scampered off to eat - very little squirrel",40.712836,-74.005662
LOWER MANHATTAN,C,City Hall Park,19,C-19-10,Gray,White,,"Ground Plane, Specific Location",,on City Hall back steps,Running,Indifferent,,40.712881,-74.005823
LOWER MANHATTAN,C,City Hall Park,19,C-19-11,Gray,"Cinnamon, White",,"Ground Plane, Specific Location",,by back steps of City Hall,"Eating, Foraging",Indifferent,Found something to eat buried in leaves and then looked for more,40.712995,-74.005963
LOWER MANHATTAN,C,City Hall Park,19,C-19-12,Gray,White,,Ground Plane,,,Very carefully watching a cat,Indifferent,,40.713044,-74.006242
LOWER MANHATTAN,C,City Hall Park,19,C-19-13,Gray,,,Above Ground,30,,Chattering,Indifferent,"High up in a tree, lots of talking",40.713276,-74.006323
LOWER MANHATTAN,C,City Hall Park,19,C-19-14,Gray,White,,Ground Plane,,,"Eating (nuts), Foraging","Approaches, Runs From",,40.713339,-74.006313
LOWER MANHATTAN,C,City Hall Park,19,C-19-15,Gray,White,,Ground Plane,,,Running,,"Very active, darting around",40.713518,-74.006308
LOWER MANHATTAN,C,City Hall Park,19,C-19-16,Gray,White,Lots of white!,Above Ground,3,,"Climbing, Foraging",Watching,"Perched on knot of tree, watching us, then started foraging",40.71312,-74.006862
